id,sexm,psp1_1,psp2_1,psp3_1,ssa1_1,ssa2_1,ssa3_1,ssa4_1,ssa5_1,ssa6_1,ssa7_1,psp1_2,psp2_2,psp3_2,ssa1_2,ssa2_2,ssa3_2,ssa4_2,ssa5_2,ssa6_2,ssa7_2,psp1_3,psp2_3,psp3_3,ssa1_3,ssa2_3,ssa3_3,ssa4_3,ssa5_3,ssa6_3,ssa7_3,psp1_4,psp2_4,psp3_4,ssa1_4,ssa2_4,ssa3_4,ssa4_4,ssa5_4,ssa6_4,ssa7_4,psp1_5,psp2_5,psp3_5,ssa1_5,ssa2_5,ssa3_5,ssa4_5,ssa5_5,ssa6_5,ssa7_5
222,0,4,5,4,2,1,1,1,1,2,1,2,3,2,2,0,0,1,0,1,1,3,3,3,1,1,1,1,1,1,1,3,3,5,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
223,0,5,6,4,3,3,3,3,3,2,2,2,4,4,1,1,1,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,6,2,2,2,2,2,2,1,4,6,6,2,2,2,2,1,2,1
225,0,4,5,3,4,4,3,3,2,1,1,5,5,5,3,2,2,2,2,0,1,5,5,5,2,2,2,2,0,0,0,3,4,3,2,2,2,2,1,0,0,3,3,3,1,1,1,1,0,0,0
227,0,7,7,7,3,3,3,3,4,3,2,7,7,7,2,2,2,2,2,2,2,4,5,3,0,0,0,0,0,0,0,7,1,1,0,1,1,1,1,2,2,1,1,1,0,0,0,0,0,0,0
228,0,4,5,5,2,1,3,3,1,0,0,2,3,2,0,0,0,0,0,0,0,2,2,2,2,1,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0
229,0,1,2,2,2,0,0,2,3,2,1,1,3,3,3,3,1,2,2,3,0,3,3,4,3,3,1,4,4,2,1,2,3,4,3,1,1,2,0,3,0,2,2,3,3,3,3,2,3,1,1
230,0,4,5,5,2,2,2,2,2,2,2,4,4,4,2,3,2,3,3,2,2,4,4,4,3,2,3,3,2,3,2,5,6,5,3,2,3,3,2,2,2,6,6,6,3,2,3,3,2,3,3
231,1,5,3,3,4,3,3,2,2,2,2,3,3,2,1,1,2,3,2,1,2,3,3,4,2,2,2,2,2,2,2,4,3,4,2,1,2,3,2,2,2,4,4,3,3,2,1,2,2,2,3
232,0,6,7,7,3,2,2,3,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,4,4,3,4,3,4,4
233,0,2,2,1,2,1,1,1,2,1,0,1,1,1,0,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,7,7,7,2,2,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0
234,0,5,6,6,2,2,1,0,0,0,0,6,6,1,1,0,0,0,0,0,0,3,3,3,0,0,0,2,0,0,3,1,1,1,0,0,0,0,0,0,0,3,5,4,0,0,0,0,0,0,0
236,0,4,6,6,3,2,1,1,2,3,3,5,5,5,3,3,3,2,3,3,2,4,6,6,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,2,2,2,2,2,2,2
237,0,6,3,5,0,0,1,1,2,0,0,3,2,2,2,0,0,0,1,0,0,2,2,3,0,1,0,0,1,1,0,3,2,3,1,2,1,1,1,3,0,4,3,4,2,3,1,2,0,1,1
238,1,5,5,5,2,2,2,3,3,4,0,4,4,5,2,3,3,3,3,3,3,4,5,6,2,3,3,3,2,2,0,4,4,4,3,3,2,2,3,3,3,6,5,7,2,3,3,4,3,3,2
239,0,7,5,3,2,0,1,3,1,3,1,5,5,4,3,1,3,3,3,2,1,4,4,5,2,0,1,1,1,1,2,5,5,5,2,2,2,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
240,0,1,1,1,1,1,1,2,0,0,0,1,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,1,5,5,4,2,3,2,3,3,1,1,6,6,5,2,2,3,2,2,2,2,6,5,4,2,3,2,2,2,2,2,6,5,5,2,2,2,2,2,2,2,6,6,5,3,3,2,3,2,2,3
243,1,5,6,3,1,2,0,0,1,0,0,5,5,3,0,0,0,0,1,0,0,3,3,5,0,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
244,0,7,6,6,1,1,1,1,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,3,2,1,3,3,3,1,3,6,3,1,0,1,2,2,2,0,3,6,2,1,1,0,1,1,1,0,2
245,0,2,3,3,1,2,1,2,2,2,1,2,4,4,3,3,3,3,3,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,2,2,2,1,1,1,1,1,1,1
246,0,5,6,6,2,1,2,2,2,1,0,5,5,5,3,3,3,3,3,1,0,5,5,NA,2,2,2,2,2,NA,1,5,5,5,3,3,3,3,2,2,2,7,7,7,3,3,4,3,3,1,1
249,1,6,7,6,2,2,3,3,0,0,1,6,3,3,1,3,1,1,0,0,0,5,6,4,3,4,2,4,2,3,3,5,3,4,0,0,0,0,0,0,0,3,5,4,1,4,2,3,4,4,4
252,1,3,4,1,2,2,1,1,1,1,2,2,3,3,2,1,1,2,2,1,1,4,4,3,1,1,2,1,1,1,0,2,3,3,0,1,2,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
254,0,5,4,5,2,1,1,2,2,1,1,2,1,1,0,0,0,0,0,0,0,2,2,2,0,0,1,1,0,0,0,2,2,2,1,0,1,1,1,0,1,1,1,1,2,0,0,0,0,0,0
255,0,3,6,5,3,3,2,3,4,2,2,3,4,2,1,1,0,0,0,0,0,1,1,1,2,0,1,1,0,0,0,2,3,3,2,1,2,2,2,3,2,2,3,3,1,1,1,1,1,2,1
256,0,5,5,4,2,2,2,3,3,3,2,5,5,6,3,3,3,4,3,2,3,4,4,5,2,2,1,2,3,2,2,3,5,5,2,2,2,2,2,1,3,5,5,4,2,2,1,2,2,2,1
260,0,1,1,7,2,3,1,2,1,0,1,3,3,1,1,2,1,0,1,0,0,2,1,1,2,1,1,1,1,0,0,7,7,3,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
261,0,3,3,3,2,3,1,2,2,1,1,5,5,3,3,3,1,2,3,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
262,0,6,4,4,3,3,3,3,3,1,1,2,2,2,0,2,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,2,2,2,0,0,0,2,0,0,0,3,1,1,1,2,0,1,0,0,0
263,0,5,5,5,2,2,2,1,1,0,0,2,6,6,3,3,3,3,3,0,1,1,1,1,0,0,0,0,0,0,1,2,5,6,3,3,3,4,3,0,1,1,1,3,1,0,0,2,1,0,0
265,0,7,7,7,3,3,4,3,4,3,2,4,4,4,2,2,2,1,3,1,1,3,5,4,2,1,1,1,2,1,1,4,4,3,1,1,1,1,1,1,2,2,4,5,3,2,3,3,2,3,4
266,0,6,6,6,3,3,2,3,4,3,2,7,7,7,3,3,3,2,4,4,3,7,7,7,3,4,3,3,4,4,4,7,7,7,4,3,3,3,4,4,4,7,7,7,2,4,2,2,3,3,2
267,0,7,6,7,3,3,3,4,3,1,2,6,7,6,3,2,2,3,2,1,2,6,5,6,2,1,2,2,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
268,0,1,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
269,1,6,7,7,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,3,4,4,3,2,2,2,5,5,5,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270,0,1,2,1,1,0,0,1,0,0,0,1,2,2,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
271,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
272,0,3,6,6,2,0,1,2,0,1,0,6,6,6,2,2,2,1,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,3,1,2,2,2,1,1,2
273,0,5,2,3,3,2,1,0,2,0,0,4,1,5,2,2,2,2,2,0,0,5,1,5,2,2,2,2,2,0,0,4,1,4,2,2,2,2,2,0,0,4,1,5,1,1,1,2,1,0,0
275,0,7,7,7,2,1,2,2,2,2,2,6,6,6,3,3,3,3,3,3,3,7,7,7,3,3,4,4,4,4,3,7,7,7,4,4,3,3,3,4,3,5,7,7,4,4,4,4,4,4,4
276,0,4,3,4,3,3,4,3,3,3,2,2,2,2,1,1,2,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
277,0,7,7,7,3,4,2,4,4,3,3,7,6,7,3,3,4,3,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
278,0,7,7,7,4,4,4,4,4,4,4,7,7,1,4,4,4,0,0,0,2,7,7,7,4,4,4,4,4,4,3,7,7,7,4,4,0,3,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
279,0,4,2,3,1,1,2,2,1,3,0,2,3,3,1,0,1,1,1,0,1,2,1,1,0,0,1,1,0,1,0,3,3,4,1,1,0,0,0,1,0,2,3,3,2,1,1,3,2,0,2
280,1,5,6,6,1,0,0,2,0,2,3,5,4,5,1,1,0,2,0,1,1,1,1,2,0,0,0,1,0,1,2,1,1,1,1,0,0,1,0,0,0,1,3,1,0,2,0,1,0,0,2
281,0,5,5,5,4,3,2,3,3,3,2,4,5,5,0,2,2,3,1,4,3,6,5,6,3,4,3,4,2,3,4,6,5,5,3,2,2,3,1,4,1,5,4,5,3,2,2,3,3,2,2
282,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,6,6,6,4,4,4,4,4,4,4
283,0,4,4,4,2,1,1,1,1,2,1,3,5,5,2,1,0,1,1,2,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
284,0,5,6,6,3,3,3,3,3,3,3,4,4,4,3,3,3,3,3,3,3,4,4,4,2,2,2,2,2,2,2,4,4,4,2,2,2,2,2,2,2,4,4,4,2,2,2,2,2,2,2
285,0,6,6,6,3,0,3,4,2,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5,4,4,4,4,4,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
286,0,2,3,3,1,1,1,2,2,2,0,2,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1,3,1,1,0,0,0,2,0
288,0,7,7,7,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
289,0,5,6,6,4,3,4,3,3,3,4,4,4,4,2,2,2,2,2,2,2,7,6,6,3,3,3,3,2,2,2,5,5,5,3,2,3,2,3,3,3,6,5,6,3,3,4,3,4,3,3
290,0,3,3,5,2,2,2,2,2,2,2,6,6,6,2,1,1,1,2,2,2,6,6,6,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,0,0,0,0,0,2,0
291,0,4,5,5,2,2,1,2,3,3,3,3,3,5,1,3,3,3,2,2,3,2,4,4,1,1,1,2,2,1,2,2,3,4,1,2,2,2,2,2,2,3,4,3,2,3,4,2,2,4,2
292,0,1,2,2,2,0,0,2,2,0,2,1,2,2,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
293,0,3,4,2,2,1,0,0,0,0,1,2,3,3,1,1,1,2,1,1,1,3,3,2,1,2,1,1,2,1,1,2,2,4,3,1,2,2,2,1,4,2,3,2,1,1,1,1,1,1,2
296,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
297,0,4,4,4,2,2,2,2,2,2,2,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,1,1,1,1,1,1,1,4,4,4,2,2,2,2,2,2,2
299,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
300,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
301,1,4,4,4,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
302,1,3,4,4,2,3,3,3,2,2,2,3,4,4,1,1,2,2,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,2,1,1,2,3,2,1,5,5,3,1,2,3,2,2,3,3
303,0,6,6,5,3,3,3,2,2,1,3,5,5,5,3,2,2,2,2,1,2,5,5,5,2,2,2,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,5,2,2,2,2,2,0,3
304,0,5,3,3,0,0,0,0,0,0,0,1,1,1,0,0,0,2,2,0,0,1,4,1,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,2
306,0,3,2,3,1,1,1,1,0,0,0,5,4,4,2,2,2,1,0,0,0,2,1,2,1,1,0,0,0,0,0,2,4,1,0,0,0,1,0,0,0,3,2,1,0,1,1,2,2,0,0
307,0,2,4,4,2,2,2,2,1,0,0,3,4,2,3,3,3,4,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,3,3,2,2,3,1,3,3,2,2,2,2,3,3,2,1,1
308,1,5,4,5,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,2,2,2,1,0,0,0,0,0,0,2,2,2,1,0,0,1,0,1,1
309,0,2,3,3,0,1,0,0,1,0,0,5,6,5,2,2,2,2,2,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,2,2,3,0,0,0,2,1,0,0
310,1,1,3,7,4,1,2,2,1,2,2,4,4,5,0,2,2,1,1,0,0,3,3,4,1,1,1,1,1,0,1,1,2,2,2,1,1,1,2,2,1,2,2,3,1,1,1,0,0,0,0
311,0,6,5,5,4,3,4,2,2,1,1,6,6,6,3,1,1,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,2,2,3,2,1,1,0,5,6,5,3,2,3,1,2,3,3
314,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
315,0,7,5,6,2,0,1,3,3,0,1,5,6,2,3,0,3,1,1,4,2,4,5,3,1,0,0,2,2,4,1,7,5,6,3,0,0,4,3,2,4,5,3,2,0,1,3,2,3,0,0
316,0,5,5,5,3,1,1,2,1,1,1,3,3,5,3,2,2,3,3,3,2,5,4,4,4,4,3,4,4,4,3,6,6,6,3,2,2,3,2,2,2,6,6,6,3,2,2,3,2,3,2
318,0,2,3,2,2,2,3,2,1,1,1,3,3,3,2,2,3,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
319,0,5,6,6,2,2,2,3,3,3,1,5,4,4,2,2,2,2,2,2,1,5,5,6,3,3,3,3,2,2,1,5,5,4,2,3,3,3,2,2,2,5,6,7,3,3,3,3,3,2,2
322,0,7,7,6,4,4,4,3,4,4,4,7,2,5,2,3,4,3,1,3,4,3,3,3,2,2,4,4,1,3,1,7,7,7,4,4,4,4,4,4,4,7,7,7,4,4,4,4,4,4,4
328,1,6,5,5,2,2,1,2,1,1,0,3,2,3,0,0,0,0,0,0,0,2,2,2,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,5,1,1,2,2,2,2,0,0,0
329,0,4,4,5,3,1,2,3,3,2,2,4,4,4,3,2,2,2,3,2,2,4,4,4,2,2,3,2,2,3,3,4,4,4,2,2,3,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
330,0,7,5,5,3,3,3,3,3,0,0,7,7,3,3,3,3,3,3,1,0,7,6,1,3,2,4,1,3,2,0,7,5,1,3,2,1,2,2,1,0,6,5,1,0,0,2,0,0,0,0
331,0,5,6,7,3,2,3,3,3,2,2,6,6,6,3,3,3,3,4,3,4,5,5,4,2,2,1,2,2,1,1,5,4,4,3,2,2,2,2,1,2,5,5,5,3,2,3,2,3,1,2
334,0,5,6,7,3,3,3,4,4,2,2,6,4,1,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,4,2,2,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
